plot_id  | movie_id | contents
988|tt0122151|LAPD sergeant Roger Murtaugh, his partner, sergeant Martin Riggs, and their friend Leo Getz, who is now a private investigator, are out on Murtaughs boat, fishing in the Los Angeles Harbor, when they are sideswiped by a huge freighter. After a wild gunfight against a group of Chinese men who were on the freighter, it is discovered that the freighter is full of illegal Chinese immigrants. As Murtaugh sulks over what is left of his now sunken yacht, he discovers a hidden Chinese immigrant family and their patriarch, Mr. Hong, and decides to take them in. At the police station, Detective Ng expresses his belief that Chinatown crime boss Benny Uncle Benny Chan is behind the smuggling. Sergeant Lorna Cole of the Internal Affairs Division is unable to help out on the case because she is pregnant with Riggss baby, and Murtaughs daughter Rianne is also pregnant. Helping Riggs, Murtaugh, and Leo on the case is Sergeant Lee Butters, the father of Riannes baby. Wah Sing Ku, a leader in the Chinese Triads, is angry about the disappearance of the Hong family, the family Murtaugh took in, and Wah Sing Ku and the triads are the most dangerous enemies that Riggs and Murtaugh will ever face together. Wah Sing Ku and his men show up at the Murtaugh house, take the Hongs, and set the house on fire with Riggs, Lorna, Murtaugh, Rianne, Murtaughs wife Trish, Murtaughs other daughter Carrie, and his son Nick inside. Unknown to Wah Sing Ku, little Ping, the youngest member of the Hong family, was left behind in the house. Ping frees Riggs, who frees the others. Later, when Riggs, Murtaugh, Butters, and Lorna discover that Wah Sing Ku has killed Mr. Hong, Mr. Hongs uncle, and Uncle Benny Chan, Roger takes it very personally because Hong and Hongs uncle were killed.
989|tt0425061|American Maxwell Smart works for a Government spy agency in an administrative capacity. When the agencys head office is attacked, the Chief decides to assign Maxwell as a spy and partners him with sexy Agent 99, much to her chagrin. The duo nevertheless set off to combat their attackers by first parachuting off an airplane and landing in Russian territory - followed closely by an over seven feet tall, 400 pound goon, known simply as Dalip. The duo, handicapped by Maxwells antics, will eventually have their identities compromised, and may be chalked up as casualties, while back in America their attackers have already planted a bomb that is set-up to explode in a concert.
990|tt0765429|Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. As a result, his product is superior to what is currently available on the street and his prices are lower. His alliance with the New York Mafia ensures his position. It is also the story of a dedicated and honest policeman, Richie Roberts, who heads up a joint narcotics task force with the Federal government. Based on a true story.
991|tt0765429|In 1968, the loyal driver, bouncer and collector Frank Lucas witnesses the death of his boss and mentor Bumpy Johnson and finds that Harlem lost its leadership. Frank decides to import heroin direct from the source in Bangkok, establishing a logistic of transportation using the US military airplanes from Vietnam to USA. The quality of his product associated to the trade mark Blue Magic and the lower prices bring Frank Lucas to the position of number one distributor of heroin in USA. Meanwhile, in the Essex County, the incorruptible detective Richie Roberts that is studying for the Bar Examination is invited to join and head a Federal Investigation Force of Narcotics, seeking the leaders of the dealers in North America.
992|tt0169547|Lester and Carolyn Burnham are on the outside, a perfect husband and wife, in a perfect house, in a perfect neighborhood. But inside, Lester is slipping deeper and deeper into a hopeless depression. He finally snaps when he becomes infatuated with one of his daughters friends. Meanwhile, his daughter Jane is developing a happy friendship with a shy boy-next-door named Ricky, who lives with a homophobic father.
993|tt0169547|Lester Burnham is suffering a mid-life crisis that affects the lives of his family, which is made up of his super bitch of a wife Carolyn and rebelling daughter Jane, who hates him. Carolyn is a real estate agent, a little too wrapped up in her job, who takes on an affair with business rival Buddy Kane. Meanwhile Jane seems to fall in love with Ricky Fitts, the strange boy next door, who is a drug dealer/documentarian and lives under a roof governed by a very strict marine father and a speechless mother. Lesters mid-life crisis causes him to drastically change his life around when he quits his job and works at a fast food restaurant. He starts working out to gain the attention of Angela, a friend of Janes, who brags about her sexual exploits every weekend. Lives change and not for the best.
994|tt0169547|Lester Burnham is a loser suburbanite rebelling against his dead-end job, bitch-on-wheels wife, unloving daughter, and imminent middle-age. His subsequent actions unfold into a darkly comic drama laced with a stellar supporting cast and enough roses to fill a nursery.
995|tt0169547|Lester Burnham is having his mid-life crisis. He is rebelling against his bitch-on-wheels wife Carolyn and his self-absorbed uncaring daughter Jane. After attending a cheerleader competition at Janes high school, he meets Janes friend Angela, whom he develops an infatuation for and decides he is going to turn his life around. He quits his high paying job to work at a fast food restaurant and decides to re-live his 20s. The impact his behavior has on the others around him changes and not for the better.
996|tt0169547|Lester Burnham is in a mid-life crisis, caused by his stressed wife Carolyn and rebelling teenage daughter Jane. When Lester and Carolyn go watch Jane cheerleading, they meet Angela Hayes, and Lester, caught in sudden lust for Angela, decides to change his life. Angelas and Janes friendship is not all it seems, too, because Angela only brags about how many times shes done it with guys and stuff. That doesnt help an already insecure Jane very much but she finds solace in the arms of the next-door-neighbors son, Ricky Fitts. Ricky, himself from a broken home as well, and Jane find they have a lot in common and eventually turn out to be soulmates.
997|tt0084434|Zack Mayo is a young man who has signed up for Navy Aviation Officer Candidate School. He is a Navy brat who has a bad attitude problem. GySgt Foley is there to train and evaluate him and will clearly find Zack wanting. Zack meets Paula, a girl who has little beyond family and must decide what it is he wants to do with his life.
998|tt0084434|Zack Mayo grew up without much parental guidance following his mothers suicide when he was an adolescent. His naval seaman father, who was stationed in The Philippines at the time, became his official guardian, a role to which he admitted he did not want. As such, Zack grew up to be a loner and without a true sense of home or adult responsibility. Regardless, he, as a young man, decides to enlist in the navy to become a jet fighting officer, with the initial thirteen week training to take place at the air naval station on Whidbey Island, Washington. He plans on taking as easy a route possible through training, even if it means bending the rules and cutting corners. The drill instructor, Sergeant Emil Foley, seems to relish humiliating the recruits - especially Zack - with the ultimate goal of making them DOR aka drop on request. Despite being warned against who are known as the Puget Debs i.e. local girls who try to trap the officer candidates so that they can escape their drab factory lives, Zack and his best friend among the other officer candidates, Sid Worley, take up with two possible Puget Debs, Paula Pokrifki and Lynette Pomeroy respectively. Zacks experiences with Sgt. Foley are an obstacle to him making it through the thirteen weeks without DORing, but also make him come to an admission of why he wants to become an officer. And his experiences with Paula, Sid and Lynette provide him with some grounding as to what it means to be a grown up, despite Paula and Lynettes outward goal of becoming officers wives by whatever means required.
999|tt0084434|Zack Mayo is a loner who has never had to rely on anyone but himself. As a child, he was sent to live with his father, a career Navy man based in the Philippines, after his mother commits suicide. There he soon realized that he had to be tough and rely on no one. After graduating from college, he shocks his father by telling that he has enlisted in the Navy and will enter training as a naval aviator. There he brings the same loner attitude he has had all of his life. He does however meet Paula, an attractive young woman who often attends base functions in the hope of nabbing a young officer and Sid Worley, a classmate with whom he forms a close bond. The training is difficult but not as tough as having to deal with their training officer, Gunnery Sergeant Emil Foley who teaches Zack a lesson in the importance of relying on your friends and colleagues.
1000|tt0298130|Rachel Keller is a journalist investigating a videotape that may have killed four teenagers (including her niece). There is an urban legend about this tape: the viewer will die seven days after watching it. If the legend is correct, Rachel will have to run against time to save her sons and her own life.
1001|tt0298130|When her niece spontaneously dies of fright one week to the day she watched a disturbing video, a cynical journalist travels to the Pacific Northwest in search of the tapes origins and its links to a string of suicides at a horse ranch.
1002|tt0298130|A mysterious video tape is killing off anyone who watches it. Whenever the victim watches it, the phone rings, telling them they have only one week to live. A young reporter named Rachel is investigating these events, but after she and her small son watch the tape, it becomes a race against time to find out why the tape is killing everyone and how it could be stopped.
1003|tt0298130|Rachel Keller is a journalist who decides to go undercover on the mysterious death of her niece and her three friends, who seemed to all died on the same day at the same time- 10:00 PM. After being told that her niece was found in a closet with a horrifying look on her face, she searches through her room and finds some pictures, pictures of the cabin where her niece and her friends had stayed a week before the deaths. Rachel finds the cabin and finds an unknown video there. She decides to watch it there, and now has only a limited time to live. She and her divorced husband, Noah, research about the video and find facts about Anna Morgan and her daughter, Samara Morgan, the maker of this video. With only a week left, Rachel and Noah discover the unknown secrets of the life of Samara Morgan, and, hopefully for them, a way to break the curse.
1004|tt0298130|Rachel Keller is a young journalist whos recently heard about a mysteriously cursed videotape, that seemed to lead to her nieces death within 7 days of her watching it. Puzzled, confused, and saddened by her tragic and sudden death, she begins to do some further investigation on this horrific video which involves her visiting the Shelter Mountain Inn, the infamous place where her niece Katie and her friends first viewed this videotape. She herself watches the video, and sure enough the phone begins to ring.... 7 days. So now the clock is ticking and the days are going by, and Rachel has only 7 days to unravel the mystery of The Ring. As many questions arise, and parts of this unraveled mystery begin to be revealed, there is only one question that remains.... will she make it in time, or will her 7 days be up before she can solve this puzzle?
1005|tt0117218|Sherman Klump is an incredibly fat and good-hearted man. He is a college professor on the verge of a breakthrough in DNA restructuring when he meets an admirer of his, named Carla, who is a teacher new to Klumps college. He is enamored of her, but is frustrated by his tremendous bulk. He then decides to test a formula on which hes been working on himself. He is then transformed into the lecherous swinger, Buddy Love, and romantic complications ensue.
1006|tt0117218|Sherman Klump (Eddie Murphy) is a brilliant and a very fat man. One day he meets a beautiful and charming woman named Carla Purty (Jada Pinkett), and he falls in love with her. He aware to the fact, though, that he is a clumsy fat guy, while she is a young gorgeous lady. This makes his depressed, but just until he finds the solution for his problem. He decides to drink a potion which he invented himself in his lab. The potion makes him look very good, and behave romantically. The new him, named Buddy Love, is the perfect solution for Klump, in his opinion. But is that what Carla really wants?
1007|tt0443453|Borat Sagdiyev is a TV reporter of a popular show in Kazakhstan as Kazakhstans sixth most famous man and a leading journalist. He is sent from his home to America by his government to make a documentary about American society and culture. Borat takes a course in New York City to understand American humor. While watching Baywatch on TV, Borat discovers how beautiful their women are in the form of C. J. Parker, who was played by actress Pamela Anderson who hails from Malibu, California. He decides to go on a cross-country road trip to California in a quest to make her his wife and take her back to his country. On his journey Borat and his producer encounter a country full of strange and wonderful Americans, real people in real chaotic situations with hysterical consequences.
1008|tt0443453|Kazakhstani TV personality Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson than his assignment.
1009|tt0443453|Borat Sagdiyev struggles to make a living in Kazakhstan as a TV reporter amidst well known beliefs that his countrys economy suffers because of Jews. He is selected by his Government to travel to the United States of America and submit a report on its society and culture, to which he agrees. Accordingly, he and his producer Azamat Bagatov set out to experience America first-hand. Both then attempt to learn the American culture and proper etiquette, especially when using the restroom and the elevator. While doing so, Borat watches Baywatch and falls hopelessly in love with Pamela Anderson. His original quest forgotten, he convinces Azamat to head out to California in a dilapidated van filled with assorted animals. When the van breaks down they hitchhike through the land of the mighty warlord George W. Bush, so that Borat may fulfill his desire of meeting and eventually marrying Ms. Anderson.
1010|tt0443453|Borat Sagdiyev and his producer Azamat Bagatov are granted rights to travel across America to film a documentary of American life. On his journey, there will be many high and low points, including his quest to meet up with his future wife Pamela Anderson.
1011|tt0358082|Even in a world populated entirely by mechanical beings Rodney Copperbottom is considered a genius inventor. Rodney dreams of two things, making the world a better place and meeting his idol, the master inventor Bigweld. On his journey he encounters Cappy, a beautiful executive bot with whom Rodney is instantly smitten, the nefarious corporate tyrant Ratchet who locks horns with Rodney, and a group of misfit bots known as the Rusties, led by Fender and Piper Pinwheeler.
1012|tt0358082|In a world of robots, the young Rodney decides to move to the metropolis of Robot City, to meet the powerful inventor and his idol Bigweld, trying to get a position in his corporation. However, the new president Ratchet manages the company for profit with new parts only, leaving the old robots fated to become scrap in the mill of Ratchets mother. Rodney, with the support of his old robots friends, convinces Bigweld to fight for his position back.
1013|tt0358082|Life isnt that great in the Copperbottom family. Rodney keeps failing in getting his ideas noticed, and his father, Herb struggles with work and himself. In order to get his idea noticed and to make his parents proud, Rodney sets out to Robot City to showcase his idea to Bigweld. Once at Robot City, Bigweld is nowhere to be seen, as Rodney and his new friends start to suspect a terrible reason why.
1014|tt0094898|It is the 21st birthday of Prince Akeem of Zamunda and he is to marry a woman he never saw before. Now the prince breaks with tradition and travels to America to look for the love of his life.
1015|tt0190332|The disappearance of a magical jade sword spurs a breathtaking quest for the missing treasure. Li is embittered by the loss of his jade sword, and his unrequited pursuit of Yu is further complicated by the mysterious intrusion of an assassin. The identity of the assassin is gradually unveiled as another poignant tale of love begins to ravel with that of Li and Yu against the backdrop of Western Chinas magnificent landscape.
1016|tt0190332|Crouching Tiger Hidden Dragon is a timeless story that takes place in QING China when miracles were credible and spirits and gods were present in mans world. It is not unbelievable that zen warriors float through the air, skim the water and battle in trees and on rooftops. Pain, revenge and duty are the stuff that bind us in this world and are the main plot line of the movie, but in the afterlife love and faith linger on.
1017|tt0190332|Li is a great warrior, famous throughout QING China for his adventurus life. He decides to give his powerful, ancient sword as a gift to an old friend of his, but soon the sword is stolen by a mysterious master of the martial arts. Now, its up to Li to uncover the thief and return the sword to its rightful owner.
1018|tt0190332|Li Mu Bai, a great warrior decides to turn in his sword, the Green Destiny to a treasured friend. When the sword is then stolen, it is up to him to retrieve it. At the same time he is trying to avenge his masters death by the evil Jade Fox. He is joined in his quest by Shu Lien, the un-conceded love of his life. During all of this, they are introduced to Jiao Long Yu, the mysterious and beautiful daughter of a well known family. She is the mysterious link to all these tales. But through all the many subplots, this is in essence, a love story.
1019|tt1130884|Its 1954, and up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Bostons Shutter Island Ashecliffe Hospital. Hes been pushing for an assignment on the island for personal reasons, but before long he wonders whether he hasnt been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddys shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals escape in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.
1020|tt1130884|Federal Marshall Teddy Daniels and his new partner Chuck Aule travel to a government-run mental institution for the criminally insane on Shutter Island, near Boston, when there is a report that one of the prisoners has gone missing. Daniels has his own reasons for wanting to get to the island and carries baggage of his own. He is still traumatized from what he saw when his army unit liberated one of the Nazi concentration camps at the end of World War II and is still haunted by the more recent death in a fire of his wife. The head of the hospital, Dr. John Cawley, treats him alright but others give the agents a less than warm reception. Daniels particularly wants to find out what is going on in one of the wards, reserved for the most serious offenders. As Daniels begins to peal away the layers of deceit, it becomes obvious that not all is as it seems.
1021|tt1130884|In 1954, Federal Marshal Teddy Daniels and his new partner, Chuck Aule, from Seattle travel to Shutter Island to investigate the disappearance of a patient there, Rachel Solando. She had been sectioned at the institution for dangerous criminals at Ashcliffe Hospital, because she drowned her three kids. Teddy is a veteran WWII soldier, traumatized by the war experience in the liberation of the Dachau concentration camp and the loss of his beloved wife in a criminal fire. Teddy is unable to access the records of employees and patients and feels that his investigation is obstructed by the management by the Federal facility. Teddy has severe migraines and when there is a storm, Teddy and Chuck find that they are stranded in the island. Teddy interviews the internees and follows a lead to the lighthouse, where he discloses the mystery about the Shutter Island.
1022|tt0089927|Rocky Balboa, heavyweight champion of the world, is the trainer for Apollo Creed in an exhibition match against Ivan Drago, a superman boxer from the Soviet Union. When Apollo is killed in the ring by the brutal Drago, Balboa blames himself and promises to avenge his friends death in the ring.
1023|tt0089927|Rocky Balboa accompanies his friend Apollo Creed to the rings in a boxing match against a Russian Boxers named Ivan Drago. Drago is too strong for Creed, and unfortunately kills him in his match. Balboa blames himself Creeds death and is determined to defeat Drago in a boxing match. He gains the help of Creeds former manager, Duke and travels to U.S.S.R to take on Drago.
1024|tt0089927|When Rockys old friend Apollo Creed is killed during a fight with a superfit Russian boxer, Ivan Drago, Rocky blames himself for the death when he could have thrown in the towel before the crucial moment. Fuelled by the Russians arrogance, Rocky arranges a fight with the new champion, only this time in Russia.
1025|tt0089927|Heavyweight boxing champion Rocky Balboa accompanies his friend Apollo Creed, who will be in a match against Ivan Drago, a Russian boxer who has been scientifically trained, using high tech equipment. When Drago kills Apollo in the match, Rocky blames himself for Apollos death, and promises to get revenge on Drago in the ring, in the name of Apollo and the United States. Against the wishes of his wife Adrian, Rocky is off to the USSR to take on Drago, and hires Apollos former manager Duke to help him prepare for the fight. While Drago enhances his amazing punching power using high-tech equipment, Rocky toughens up under the guidance of Duke in a compound in the frozen Soviet countryside, with his mind set on destroying Drago.
1026|tt0089927|The Iron Curtain is starting to come down around the Soviet Union under the leadership of Mikhail Gorbachev. A Soviet boxer named Ivan Drago, nicknamed The Siberian Express, comes to the United States with his wife, a Russian champion swimmer and coach for a guest match. Drago is a superbly conditioned boxer who has been scientifically trained in the USSR, and he x26; his coach propose a fight against Rocky Balboa. Rockys former adversary, Apollo Creed decides to take on Drago despite having been out of the ring for several years. Creed unwisely taunts Drago before the match, and after the first round, Drago issues a prophetic warning to Creed: You will lose. Unfortunately the warning comes true and Creed dies following a pounding by the Siberian Express. When death threats are made against the Russian boxer, he returns to the USSR and states if there is to be a match between Balboa x26; Drago, it will be in the USSR. To honor Creeds memory, Rocky takes the Soviets up on their challenge and goes to Siberia to train for the match against the Siberian Express, that will take place in Moscow on Christmas Day, in front of a hostile audience.
1027|tt0461770|The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesnt operate on a happily ever after basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?
1028|tt0461770|Once upon a time in the kingdom of Andalasia, a beautiful young maiden named Giselle lives in a cottage in the forest. But before she can marry the dashing Prince Edward, Giselle is sent tumbling down a magical well - and finds herself in the non-animated, extremely disenchanted world of modern-day New York City. There, she befriends a cynical divorce lawyer, Robert, who isnt so sure that her prince is coming to rescue her. Giselles spontaneous singing and fairy-tale demeanor enchant everyone around her as she waits for Prince Edward. But shes about to discover that love in the real world isnt always as easy as sharing a single True Loves Kiss - and that shell need courage, spunk and maybe just a little enchantment if shes ever going to find her own happily-ever-after.
1029|tt0461770|In the animated fairytale world of Andalasia lives the beautiful princess-in-waiting, Giselle. She is waiting for a prince to come so that the two can live happily ever after. Prince Edward hears her sweetly singing calls. They meet. They immediately fall in love and are to be married the next day. However, before the wedding, an old hag sends Giselle down a wishing well, which is really an abyss to her banishment to another world. The hag is Narissa, Edwards evil stepmother in disguise, she who does not want ever to relinquish her queendom. The other world is present day, live action, gritty New York City. Giselle does not understand her new environment and is not treated well until she meets six year old Morgan Philip, who like most girls her age loves fairy-tales and princesses. Morgans father is cynical divorce lawyer Robert Philip, who because of his work and own failed marriage does not like to encourage his daughter to dream about fairy-tales. Meanwhile, Edward, with his trusty chipmunk sidekick Pip, comes down the abyss to look for his love. But Narissa has her own plans in light of Edwards action.
1030|tt0461770|In an animated fairy tale world, a young girl meets and falls in love with the handsome prince of her dreams. News of this romance upsets the princes mother, the evil queen, who uses her black magic to send the girl hurtling out of the animated world into the one place in the universe where there is no true love: modern day Manhattan. The now-real girl has to survive in New York City and find her way home again to her true love.
1031|tt0421715|On the day that Hurricane Katrina hits New Orleans, elderly Daisy Williams (nee Fuller) is on her deathbed in a New Orleans hospital. At her side is her adult daughter, Caroline. Daisy asks Caroline to read to her aloud the diary of Daisys lifelong friend, Benjamin Button. Benjamins diary recounts his entire extraordinary life, the primary unusual aspect of which was his aging backwards, being diagnosed with several aging diseases at birth and thus given little chance of survival, but who does survive and gets younger with time. Abandoned by his biological father, Thomas Button, after Benjamins biological mother died in childbirth, Benjamin was raised by Queenie, a black woman and caregiver at a seniors home. Daisys grandmother was a resident at that home, which is where she first met Benjamin. Although separated through the years, Daisy and Benjamin remain in contact throughout their lives, reconnecting in their forties when in age they finally match up. Some of the revelations in Benjamins diary are difficult for Caroline to read, especially as it relates to the time past this reconnection between Benjamin and Daisy, when Daisy gets older and Benjamin grows younger into his childhood years.
1032|tt0421715|As she lay dying in a hospital bed on the eve of Hurricane Katrina hitting New Orleans, an elderly woman asks her daughter Caroline to read from a diary left to her by a man named Benjamin. Born on the same day World War I ended, Benjamin Buttons mother died giving birth to him. As a newborn, he was old and wrinkled and his horrified father Thomas Button leaves him on the doorstep of an old folks home. Benjamin fits in well for, despite his young age, he looked as old as most of the residents. Benjamin soon realizes that he is growing younger, not older however. Early on, he meets the love of his life, Daisy, a beautiful red-haired, green-eyed child who grows into a beautiful woman while Benjamin grows into a handsome young man. Their lives take many different turns and making a life together is long in coming. It also is of limited duration given their ultimately different fates.
1033|tt0256415|Melanie Carmichael, an up and rising fashion designer in New York, has gotten almost everything she wished for since she was little. She has a great career and the JFK-like fiance of New York City. But when he proposes to her, she doesnt forget about her family back down South. More importantly, her husband back there, who refuses to divorce her ever since she sent divorce papers seven years ago. To set matters straight, she decides to go to the south quick and make him sign the papers. When things dont turn out the way she planned them, she realizes that what she had before in the south was far more perfect than the life she had in New York City.
1034|tt0256415|Sophisticated Melanie Carmichael, a rising New York clothing designer suddenly finds herself engaged to the citys most eligible bachelor. But this is no fairy tale romance for Melanie. She has skeletons in her fashion-filled closet that include Jake - the backwoods husband she married in high school who refuses to divorce her. Determined to end their marriage and sever all ties with her past once and for all, Melanie returns to Alabama. But home starts to tug at her heartstrings, and what she thought she wanted may not be what she wants at all.
1035|tt0109686|Harry and Lloyd are two brainless losers who try to return a suitcase full of money to its pretty owner. After a journey full of accidents they arrive in snowy Aspen, Colorado and try to find her. But will they succeed?
1036|tt0109686|A pair of dumb friends named Harry and Lloyd set out on a cross country trip to return a briefcase full of money to its rightful owner, a beautiful woman named Mary Swanson. However, the duo are unaware of a bigger conspiracy involving Mary and the briefcase, and a pair of criminals involved in the conspiracy attempt to chase Harry and Lloyd down for the briefcase.
1037|tt0109686|Lloyd and Harry are two lovable and friendly, but very stupid friends, who struggle with every aspect of life. Working as a limo driver, Lloyd drops off the beautiful Mary at the airport and instantly falls in love with her. Watching Mary through a window, Lloyd witnesses her leave her case behind. Grabbing her case, Lloyd is too late, but soon thinks of the next best thing. Dragging Harry with him, Lloyd heads off to Aspen to deliver the case to her personally. However, Mary isnt the only person after the case, as a pair of criminals are after the same case.
1038|tt0109686|Lloyd Christmas is a loser taxi driver, who tries to return a suitcase which contains a lot of money to its owner, a beautiful woman named Mary Swanson who he took in his taxi to the airport, earlier. He must give her back the suitcase, and for that he goes with his dumb partner, Harry Dunne to a snowy town named Aspen. But a pair of criminals who wants the money try to follow them and to steal the money in the suitcase. Moreover, Harry and Lloyd both fall in love with Mary, and they struggle each other to win her heart.
1039|tt0322259|Former cop Brian OConner who teams up with his ex-con pal Roman Pearce to transport a shipment of dirty money for shady Miami-based import-export dealer Carter Verone, while actually working with undercover agent Monica Fuentes to bring Verone down.
1040|tt0322259|Brian OConner has left LA due to his illegal actions from the first movie and now soars the streets of Miami making money here and there by street racing. Watched by Customs Agent Monica Fuentes, Brian is caught by the police and is given a deal by Agent Markham and Bilkins to go undercover and try to bring down drug lord Carter Verone in exchange for his criminal record to be erased. Brian agrees but only if he is given permission to choose his partner. Brian heads home to Barstow, California where he recruits an old friend Roman Pearce to help him. Pearce agrees but only for the same deal Brian was offered. With the help of Monica, Brian and Rome work together to take down Verone.
1041|tt0119738|A woman who, by a promise made years earlier, is supposed to marry her best friend in three weeks, even though she doesnt want to. When she finds out that hes marrying someone else, she becomes jealous and tries to break off the wedding.
1042|tt0119738|Michael ONeal and Julianne Potter have been friends for years but when Michael rings Julianne to tell her he is getting married to a lady called Kimberly Wallace she finally realizes he has to him her true feelings, which are that she loves him. When she gets there she cant do it so she tries to do everything to get them to break up.
1043|tt0119738|After Michael tells his best friend, Julianne that he is getting married in four days, she goes straight to Chicago to help him get through. But she has every intention to stop the wedding and steal the groom from Kimberly. Over the next three days, she tries everything to split them up. Finally, on the day of the wedding, Jules tells Mike she loves him and kisses him, but to her disadvantage, Kimmy is watching them. Now Michael has to decide whom he loves most.
1044|tt0119738|When Juliannes best friend tells her that he met a woman and they are getting married in four days, she finds out that she loves him and wants him for herself. So, she sets out to break off the wedding, but things prove to be really difficult, since the bride seems to be the perfect woman.
1045|tt0119738|Its a story of love revealed when Julianne realizes that she is in love...with a man who is going to be married to someone else. The only thought in her head is that she has to break up Michael and Kimmy. George, her boss, comes to the rescue, but helps her open her eyes to see what she needs to do.
1046|tt1650062|In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth - something more terrifying than any of them could have imagined.
1047|tt1650062|In the summer of 1979, six friends spend their time making a zombie movie with an 8mm camera. Joe Lamb does the make-up and he tales a liking to Alice Dainard who has only recently joined the group. While filming at the local railway depot, they see one of their teachers, Dr. Woodward, turn his truck onto the track and drive into an oncoming train which derails. As they continue trying to make their film, they realize that an extra-terrestrial was being carried on that train and is now loose in the community.
1048|tt0143145|James Bond is back. An oil tycoon is murdered in MI6 and Bond is sent to protect his daughter. Renard, who has a bullet lodged in his brain from a previous agent, is secretly planning the destruction of a pipeline. Bond gains a hand from a research scientist, Dr. Christmas Jones who witnesses the action which happens when Bond meets up with Renard, but Bond becomes suspicious about Elektra King, especially when Bonds boss, M goes missing. Bond must work quickly to prevent Renard from destroying Europe.
1049|tt0143145|When British oil tycoon and Ms friend Sir Robert King is killed in a bombing at the MI6 headquarters, it becomes James Bonds new assignment to protect his daughter and heir Elektra from further harm. Renard, a man who cant feel physical pain due to a bullet in his head, seems to play an important role in the sabotage of the ongoing construction of the new King pipeline, which can give oil to all the world for the future. The three competing pipelines all end up in Istanbul, whereas the King pipeline is being laid elsewhere, and therefore is an easy goal to anonymous attackers. James Bond involuntarily teams up with emancipated Dr. Christmas Jones, and they soon find out that there is more threat to the situation than just some pipeline sabotage.
1050|tt0143145|When oil tycoon Sir Robert King is assassinated in a bombing at M:I-6 headquarters, after recovering $3 million British pounds from a Swiss Bank in Bilbao, Spain. Seductive British secret agent James Bond 007 is injured in the line of duty trying to pursue the assassin who killed herself by blowing herself up in a hot air-balloon. Fearing Sir Roberts beautiful daughter and heiress Elektra Kings life is in danger, M assigns 007 to protect her as Elektra has inherited her fathers legacy and has taken over the business, and is constructing a new oil pipeline. Bond learns a evil terrorist known as Renard, who has a bullet in his head cutting off his senses so he cant smell, touch and feel no pain, was responsible for the assassination of Sir Robert. With help of nuclear scientist Dr. Christmas Jones and former enemy, Ex KGB agent Valentin Zukovsky, Bond sets out to foil Renards plan as he plots to wipe out Europe with a nuclear bomb. Is the World not enough for James Bond 007 as he not only tries to stop Renard, but also begins to question Elektras motives.
1051|tt0143145|After British oil tycoon Sir Robert King is killed in a bombing at the MI6 headquarters, his daughter, Elektra, inherits his fortune which includes billions of dollars worth of oil deposits in the Caspian Sea...and James Bond as a bodyguard. Her new wealth attracts international interest. But she has also attracted the attention of her fathers killer. His name is Renard. A bullet lodged in his brain has rendered him unable to feel physical pain, and he has but only one reason left to live - revenge. Theres only one man who can take the heat between a beautiful heiress, a malicious sociopath and his final diabolical plan. For the worlds most famous secret agent, when the stakes are high and the danger hits too close to home, it is not just professional; its personal!
1052|tt0143145|The 19th installment follows MI-6 Commander James Bond to a swiss bank in Bilbao, Spain where upon retrieval of three million pounds (British dollars) a siege takes place. James barely escapes the local police, leaving them questioning the mysterious shooting that occurred minutes ago. The next day, at the MI-6 Headquarters in London, Bond first greet Miss Moneypenny and gives her a nice souvenir: a cigar. Q then calls him in first to meet Sir Robert King then to report on the mission. It was then that the three million pounds was in fact, a bomb which destroys the Headquarters and kills King. Bonds only suspect, who happens to be the woman from the swiss bank blows herself up form a hot-air balloon. He then meets Sir Kings daughter, Electra, who now own her fathers oil company. But Bonds real mission has a new enemy named Renard a man who feels no pain whatsoever after a bullet was put into his head, who along with Electra and their henchmen plan to nuke Europe and everything in its path. Now with the help of Christmas Jones, a research scientist, James must foil the terrorists plan before the entire Easternmost countries are wiped out forever. The world is not enough for disasters. And the world is not enough for terrorists. The world is only enough for one man- one hero: James Bond 007!
